brand,category,ingredient,name,price,rating,reviews_number,unit
"
            By Whole Earth Farms","Dog,Food","Crude Protein,26.0% min,Crude Fat,13.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,3 - 12 lbs,1/4 - 1,1/3 – 1 1/4,13 - 20 lbs,1 - 1 1/3,1 1/4 - 2,21 - 50 lbs,1 1/3 - 2 1/2,2 - 3 1/2,51 - 100 lbs,3 - 4,3 1/2 – 6,100+ lbs,4+,6+","
        Whole Earth Farms Grain-Free Chicken & Turkey Recipe Dry Dog Food","
                        $39.98",/assets/img/ratings/rating-4_7.png,168,25-lb bag
"
            By Merrick","Dog,Food","Crude Protein,28.0% min,Crude Fat,12.0% min,Crude Fiber,4.5% max,Moisture,11.0% max,Calcium,1.7% max,Phosphorus,1.1% max,Omega 6 Fatty Acid,2.2% min,Omega 3 Fatty Acid,0.3% min,DHA,0.05% min,Glucosamine,500 mg/kg min,Chondroitin Sulfate,500 mg/kg min,3 lbs,3/4,1/2,6 lbs,1 1/3,1,10 lbs,1 3/4,1 1/2,15 lbs,2 1/2,2,20 lbs,3,2 1/2,30 lbs,4,3 1/3,40 lbs,5,4,50 lbs,6,4 3/4,60 lbs,– ,5 1/2,70 lbs,– ,6,80 lbs,– ,6 3/4","
        Merrick Grain-Free Puppy Recipe Dry Dog Food","
                        $56.83",/assets/img/ratings/rating-4_8.png,155,25-lb bag
"
            By Royal Canin Veterinary Diet","Dog,Food","Crude Protein,35.0% min,Crude Fat,10.0% min,Crude Fat,14.0% max,Crude Fiber,10.0% max,Moisture,10.0% max,4.4 lbs,5/8,6.6 lbs,7/8,11 lbs,1 3/8,22 lbs,2 1/4,33 lbs,3,44 lbs,3 3/4,55 lbs,4 1/2,66 lbs,5 1/8,77 lbs,5 3/4,88 lbs,6 3/8,99 lbs,6 7/8,110 lbs,7 1/2,121 lbs,8,132 lbs,8 5/8,143 lbs,9 1/8,154 lbs,9 5/8,165 lbs,10 1/8,176 lbs,10 5/8,187 lbs,11 1/8,198 lbs,11 5/8","
        Royal Canin Veterinary Diet Glycobalance Formula Dry Dog Food","
                        $50.29",/assets/img/ratings/rating-4_7.png,121,17.6-lb bag
"
            By Nutro Ultra","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,250 mg/kg min,Vitamin E,80 IU/kg min,Omega 3 Fatty Acids,0.4% min,Omega 6 Fatty Acids,3.5% min,5 lbs,1/2 - 3/5,10 lbs,7/8 - 1,20 lbs,1 1/2 - 1 3/4,40 lbs,2 1/2 - 3,60 lbs,3 1/3 - 4,80 lbs,4 1/4 - 4 3/4,100 lbs,5 - 5 3/4","
        Nutro Ultra Adult Dry Dog Food","
                        $52.19",/assets/img/ratings/rating-4_9.png,134,30-lb bag
"
            By Purina Beneful","Dog,Food","Crude Protein,23.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,14.0% max,Linoleic Acid,1.2% min,Calcium (Ca),1.0% min,Selenium (Se),0.2 mg/kg min,Vitamin A,10,000 IU/kg min,Vitamin E,100 IU/kg min,3 - 12 lbs,1/2 - 1 1/3,13 - 20 lbs,1 1/3 - 2,21 - 35 lbs,2 - 2 2/3,36 - 50 lbs,2 2/3 - 3 1/3,51 - 75 lbs,3 1/3 - 4 1/2,76 - 100 lbs,4 1/2 - 5 1/3,100+ lbs,Add 1/3 cup for every 10 lbs over 100 lbs","
        Purina Beneful Originals with Real Beef Dry Dog Food","
                        $25.49",/assets/img/ratings/rating-4_6.png,46,31.1-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,32.0% min,Crude Fat,16.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,0.9% min,Choline,2,750 mg/kg min,ARA,0.04% min,DHA,0.15% min,Omega 3 Fatty Acids,1.0% min,Omega 6 Fatty Acids,2.5% min,Up to 5 pounds,1/2 – 1 cup,1/2 – 3/4 cup,1/4-1/2 cup,1/4 – 1/2 cup,6 to 10 pounds,1 – 1 1/2 cups,3/4 – 1 cup,1/2 – 1 cup,1/2 – 3/4 cup,11 to 20 pounds,1 1/2 – 2 1/2 cups,1 – 1 3/4 cups,1 – 1 1/2 cups,3/4 – 1 1/4 cups,21 to 40 pounds,2 1/2 – 4 1/4 cups,1 3/4 – 2 3/4 cups,1 1/2 – 2 1/2 cups,1 1/4 – 2 1/4 cups,41 to 60 pounds,4 1/4 – 5 3/4 cups,2 3/4 – 3 3/4 cups,2 1/2 – 3 1/2 cups,2 1/4 – 3 cups","
        Blue Buffalo Wilderness Rocky Mountain Recipe with Red Meat Puppy Grain-Free Dry Dog Food","
                        $49.99",/assets/img/ratings/rating-4_8.png,130,22-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,24.0% min,Crude Fat,9.0% min,Crude Fiber,15.0% max,Calcium,0.6% min,Phosphorus,0.55% min,Vitamin C,115 mg/kg min,Vitamin E,540 IU/kg min","
        Hill's Prescription Diet Metabolic Weight Management Chicken Flavor Dry Dog Food","
                        $84.49",/assets/img/ratings/rating-4_7.png,258,27.5-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,22.0% min,Crude Fat,12.0% min,Crude Fiber,3.9% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.24% min,Docosahexaenoic Acid (DHA),0.1% min,Glucosamine,760 mg/kg min,Chondroitin Sulfate,75 mg/kg min,39.7 lbs,3 1/4,3 3/4,44.1 lbs,3 5/8,4,48.5 lbs,3 7/8,4 3/8,52.9 lbs,4 1/8,4 5/8,57.3 lbs,4 3/8,4 7/8,61.7 lbs,4 5/8,5 1/4","
        Royal Canin Bulldog Adult Dry Dog Food","
                        $56.09",/assets/img/ratings/rating-4_8.png,147,30-lb bag
"
            By Earthborn Holistic","Dog,Food","Crude Protein,26.0% min,Crude Fat,15.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,1.0% min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,L-Carnitine,50 mg/kg min,Beta-Carotene,5 mg/kg min,Taurine,0.05% min,Omega 6 Fatty Acids,2.1% min,Omega 3 Fatty Acids,1.7% min","
        Earthborn Holistic Meadow Feast Grain-Free Natural Dry Dog Food","
                        $51.34",/assets/img/ratings/rating-4_7.png,232,28-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,18.0% min,Crude Fat,13.0% min,Crude Fat,18.0% max,Crude Fiber,5.0% max,Calcium,0.45% min,Calcium,0.9% max,Phosphorus,0.41% min,Phosphorus,0.7% max,Sodium,0.3% max,Magnesium,0.06% min,Magnesium,0.12% max,Omega 3 Fatty Acids,0.45% min","
        Hill's Prescription Diet c/d Multicare Urinary Care Chicken Flavor Dry Dog Food","
                        $78.99",/assets/img/ratings/rating-4_8.png,244,27.5-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,26.0% min,Crude Fat,15.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.1% min,Phosphorus,0.8% min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,2.75% min,Glucosamine,400 mg/kg min,Up to 5 lbs,1/4 - 1/2,6 - 10 lbs,1/2 - 1,11 - 15 lbs,1 - 1 1/4,16 - 20 lbs,1 1/4 - 1 1/2,21 - 25 lbs,1 1/2 - 1 3/4,26 - 30 lbs,1 3/4 - 2","
        Blue Buffalo Freedom Small Breed Adult Chicken Recipe Grain-Free Dry Dog Food","
                        $28.99",/assets/img/ratings/rating-4_8.png,152,11-lb bag
"
            By SPORTMiX","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Omega 6 Fatty Acids,3.75% min,Omega 3 Fatty Acids,0.4% min","
        SPORTMiX Wholesomes Chicken Meal & Rice Formula Adult Dry Dog Food","
                        $26.63",/assets/img/ratings/rating-4_7.png,141,40-lb bag
"
            By Zignature","Dog,Food","Crude Protein,28.0% min,Crude Fat,16.0% min,Crude Fiber,6.5% max,Moisture,10.0% max,Omega 3 Fatty Acids,0.9% min,Omega 6 Fatty Acids,5.0% min,10 lbs or less,1/4 - 3/4,10-20 lbs,3/4 - 1 1/5,20-30 lbs,1 1/5 - 1 1/2,30-40 lbs,1 1/2 - 1 3/4,40-60 lbs,1 3/4 - 2 1/2,60-80 lbs,2 1/2 - 3,80-100 lbs,3 - 3 1/2","
        Zignature Lamb Limited Ingredient Formula Grain-Free Dry Dog Food","
                        $54.99",/assets/img/ratings/rating-4_7.png,256,27-lb bag
"
            By Merrick","Dog,Food","Crude Protein,32.0% min,Crude Fat,8.0% min,Crude Fat,11.0% max,Crude Fiber,5.0% max,Moisture,11.0% max,Omega 6 Fatty Acid,2.4% min,Omega 3 Fatty Acid,0.3% min,Glucosamine Hydrochloride,600 mg/kg min,Chondroitin Sulfate,600 mg/kg min,3 lbs,1/3,6 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2 1/4,50 lbs,2 2/3,60 lbs,3,70 lbs,3 1/3,80 lbs,3 2/3,90 lbs,4,100 lbs,4 1/3,110 lbs,4 3/4,120 lbs,5","
        Merrick Grain-Free Healthy Weight Recipe Dry Dog Food","
                        $56.83",/assets/img/ratings/rating-4_7.png,142,25-lb bag
"
            By Whole Earth Farms","Dog,Food","Crude Protein,26.0% min,Crude Fat,13.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,3 - 12 lbs,1/4 - 1,1/3 – 1 1/4,13 - 20 lbs,1 - 1 1/3,1 1/4 - 2,21 - 50 lbs,1 1/3 - 2 1/2,2 - 3 1/2,51 - 100 lbs,3 - 4,3 1/2 – 6,100+ lbs,4+,6+","
        Whole Earth Farms Grain-Free Pork, Beef & Lamb Recipe Dry Dog Food","
                        $39.98",/assets/img/ratings/rating-4_5.png,162,25-lb bag
"
            By Eukanuba","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,0.65% min,Phosphorus,0.55% min,Vitamin E,140 IU/kg min,Docosahexaenoic Acid (DHA),0.1% min,Omega 6 Fatty Acids,1.93% min,Omega 3 Fatty Acids,0.39% min,Glucosamine,375 mg/kg min,Chondroitin Sulfate,35 mg/kg min,3 lbs,1 1/4,–,–,–,–,5 lbs,1 3/4,–,–,–,–,10 lbs,2 3/4,2 1/2,–,–,–,15 lbs,3 3/4,3 1/4,–,–,–,20 lbs,4 1/2,4,2 1/2,–,–,30 lbs,5 3/4,5,3 1/2,2 3/4,–,40 lbs,7,6 1/4,4 1/4,3 1/4,3,50 lbs,8 1/4,7 1/4,4 3/4,3 3/4,3 1/2,60 lbs,–,8 1/4,5 1/2,4 1/4,4,70 lbs,–,9,6,4 3/4,4 1/4,80 lbs,–,–,6 1/2,5 1/4,4 3/4,100 lbs,–,–,7 3/4,6,5 1/2,120 lbs,–,–,8 3/4,7,6 1/4","
        Eukanuba Large Breed Puppy Dry Dog Food","
                        $38.24",/assets/img/ratings/rating-4_8.png,120,33-lb bag
"
            By Zignature","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Omega 3 Fatty Acids,0.6% min,Omega 6 Fatty Acids,3.0% min,10 lbs or less,1/4 - 3/4,10-20 lbs,3/4 - 1 1/4,20-30 lbs,1 1/4 - 1 1/2,30-40 lbs,1 1/2 - 2,40-60 lbs,2 - 2 1/2,60-80 lbs,2 1/2 - 3,80-100 lbs,3 - 3 1/4","
        Zignature Kangaroo Limited Ingredient Formula Grain-Free Dry Dog Food","
                        $64.99",/assets/img/ratings/rating-4_7.png,247,27-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,3.2% min,Crude Fat,1.6% min,Crude Fiber,4.0% max","
        Hill's Prescription Diet w/d Digestive/Weight/Glucose Management Vegetable & Chicken Stew Canned Dog Food","
                        $36.99",/assets/img/ratings/rating-4_8.png,148,"12.5-oz, case of 12"
"
            By Earthborn Holistic","Dog,Food","Crude Protein,32.0% min,Crude Fat,18.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,1.0% min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,L-Carnitine,50 mg/kg min,Taurine,0.05% min,Omega 6 Fatty Acids,2.6% min,Omega 3 Fatty Acids,2.0% min,Docosahexaenoic Acid (DHA),0.2% min","
        Earthborn Holistic Coastal Catch Grain-Free Natural Dry Dog Food","
                        $51.99",/assets/img/ratings/rating-4_8.png,230,28-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Calcium,0.9% min,Calcium,1.4% max,Vitamin C,95 mg/kg min,Vitamin E,425 IU/kg min,Glucosamine,250 ppm min,Chondroitin Sulfate,750 ppm min","
        Hill's Science Diet Puppy Large Breed Dry Dog Food","
                        $40.99",/assets/img/ratings/rating-4_6.png,94,30-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,20.0% min,Crude Fat,6.0% min,Crude Fat,9.0% max,Crude Fiber,5.0% max,Calcium,0.5% min,Calcium,0.8% max,Phosphorus,0.45% min,Phosphorus,0.75% max,Omega 3 Fatty Acids,0.6% min","
        Hill's Prescription Diet i/d Digestive Care Low Fat Chicken Flavor Dry Dog Food","
                        $59.99",/assets/img/ratings/rating-4_8.png,303,17.6-lb bag
"
            By Wellness","Dog,Food","Crude Protein,33.0% min,Crude Fat,10.0% - 12.0% min,Crude Fiber,8.5% max,Moisture,10.0% max,Calcium,1.9% max,Phosphorus,1.3% max,Vitamin E,400 IU/kg,Omega-6 Fatty Acids*,2.20% min,Omega-3 Fatty Acids*,0.4% min,Glucosamine*,250 mg/kg min,Chondroitin Sulfate*,200 mg/kg min,Beta-Carotene*,5 mg/kg min,Total Lactic Acid Microorganisms*,+80,000,000 CFU/lb min,6 - 20,¼ - 1¼,¼ - 1,20 - 35,1¼ - 1½,1 - 1¼,35 - 50,1½ - 2¼,1¼ - 2,50 - 65,2¼ - 3,2 - 2¾,65 - 80,3 - 3½,2¾ - 3¼,80 - 95,3½ - 4,3¼ - 3¾,95 - 115,4 - 4½,3¾ - 4¼","
        Wellness CORE Grain-Free Reduced Fat Turkey & Chicken Recipe Dry Dog Food","
                        $63.28",/assets/img/ratings/rating-4_7.png,315,26-lb bag
"
            By Orijen","Dog,Food","Crude Protein,38.0% min,Crude Fat,16.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Calcium,1.1% min,Phosphorus,0.9% min,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,0.8% min,Docosahexaenoic Acid (DHA),0.2% min,Eicosapentaenoic Acid (EPA),0.2% min,Glucosamine,700 mg/kg min,Chondroitin Sulfate,600 mg/kg min,11 lbs,1 1/3,1 1/3,1 1/3,1 1/3,1 1/3,1 1/3,22 lbs,2 1/4,2 1/4,2 1/4,2 1/4,2 1/4,2 1/4,44 lbs,3,3,3 3/4,3 3/4,3 3/4,3 3/4,66 lbs,2 2/3,4,4,4,5 1/4,5 1/4,88 lbs,—,3 1/4,3 3/4,5,5 1/4,5 1/4,110 lbs,—,—,3 2/3,4 1/2,6,6,132 lbs,—,—,—,4 1/3,5 1/4,7,154 lbs,—,—,—,—,5,6,176 lbs,—,—,—,—,—,5 1/3","
        Orijen Puppy Large Breed Grain-Free Dry Dog Food","
                        $80.99",/assets/img/ratings/rating-4_6.png,479,25-lb bag
"
            By Merrick","Dog,Food","Crude Protein,34.0% min,Crude Fat,14.0% min,Crude Fiber,4.5% max,Moisture,11.0% max,Omega 6 Fatty Acid,3.5% min,Omega 3 Fatty Acid,0.4% min,Glucosamine Hydrochloride,800 mg/kg min,Chondroitin Sulfate,800 mg/kg min,3 lbs,1/3,6 lbs,2/3,10 lbs,1,15 lbs,1 1/3,20 lbs,1 2/3,30 lbs,2 1/4,40 lbs,2 3/4,50 lbs,3 1/4,60 lbs,3 2/3,70 lbs,4 1/4,80 lbs,4 1/2,90 lbs,5,100 lbs,5 1/3","
        Merrick Grain-Free Real Salmon + Sweet Potato Recipe Dry Dog Food","
                        $59.46",/assets/img/ratings/rating-4_6.png,180,25-lb bag
"
            By Wellness","Dog,Food","Crude Protein,25.0% min,Crude Fat,12.0% min,Crude Fiber,5.0% max,Moisture,11.0% max,Omega 6 Fatty Acids,1.75% min,Omega 3 Fatty Acids,1.0% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,3 - 17 lbs,1/4 - 1,18 - 23 lbs,1 - 1 1/3,24 - 45 lbs,1 1/3- 2 1/3,46 - 65 lbs,2 1/2 - 3,66 - 85 lbs,3 - 3 3/4,86 - 105 lbs,3 3/4 - 4 1/3,106 - 125 lbs,4 1/2 - 5,For dogs over 125 lbs,Add 1/4 cup per additional 10 lbs","
        Wellness Simple Limited Ingredient Diet Grain-Free Salmon & Potato Formula Dry Dog Food","
                        $54.98",/assets/img/ratings/rating-4_5.png,205,24-lb bag
"
            By ACANA","Dog,Food","Crude Protein,33.0% min,Crude Fat,17.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Calcium,1.1% min,Phosphorus,0.9% min,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.6% min,Docosahexaenoic Acid (DHA),0.15% min,Eicosapentaenoic Acid (EPA),0.1% min,Glucosamine,700 mg/kg min,Chondroitin Sulfate,1,500 mg/kg min,4 lbs,1/3,1/2,11 lbs,2/3,1,22 lbs,1,1 1/2,44 lbs,1 2/3,2 1/2,66 lbs,2 1/3,3 1/2,88 lbs,3,4 1/4,110 lbs,3 1/3,5,132 lbs,4,5 3/4","
        ACANA Meadowland Regional Formula Grain-Free Dry Dog Food","
                        $65.99",/assets/img/ratings/rating-4_6.png,473,25-lb bag
"
            By Wellness","Dog,Food","Crude Protein,24.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,0.8% min,Phosphorus,0.6% min,Vitamin A,25,000 IU/kg min,Vitamin E,200 IU/kg min,Omega 6 Fatty Acids,2.4% min,Omega 3 Fatty Acids,0.6% min,Glucosamine,250 mg/kg min,Chondroitin Sulfate,200 mg/kg min,Taurine,0.09% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,7 - 17 lbs,3 – 7 ½,18 - 23 lbs,1 - 1 ?,24 - 45 lbs,1 ½ - 2 ?,46 - 65 lbs,2 ? - 3,66 - 85 lbs,3 ¼ - 3 ¾,86 - 105 lbs,3 ¾ - 4 ½,106 - 125 lbs,4 ½ - 5,Dogs over 125 lbs,Add ¼ cup per additional 10 lbs","
        Wellness Complete Health Adult Deboned Chicken & Oatmeal Recipe Dry Dog Food","
                        $51.98",/assets/img/ratings/rating-4_7.png,202,30-lb bag
"
            By Zignature","Dog,Food","Crude Protein,30.0% min,Crude Fat,14.0% min,Crude Fiber,6.5% max,Moisture,10.0% max,Omega 3 Fatty Acids,1.0% min,Omega 6 Fatty Acids,3.0% min,10 lbs or less,1/4 - 2/3,10-20 lbs,2/3 - 1,20-30 lbs,1 - 1 2/5,30-40 lbs,1 2/5 - 1 2/3,40-60 lbs,1 2/3 - 2 1/4,60-80 lbs,2 1/4 - 2 2/3,80-100 lbs,2 2/3 - 3 1/4","
        Zignature Trout & Salmon Meal Limited Ingredient Formula Grain-Free Dry Dog Food","
                        $59.99",/assets/img/ratings/rating-4_7.png,284,27-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.2% min,Calcium,1.0% min,Phosphorus,0.8% min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid (Vitamin C),70 mg/kg min,Glucosamine,400 ppm min","
        Purina Pro Plan Savor Adult Shredded Blend Lamb & Rice Formula Dry Dog Food","
                        $39.98",/assets/img/ratings/rating-4_7.png,140,35-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,22.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.7% min,Omega 3 Fatty Acids,0.9% min,Omega 6 Fatty Acids,2.5% min,Glucosamine,400 mg/kg min,Up to 15 lbs,1/4 - 1,16 - 25 lbs,1 - 1 3/4,26 - 40 lbs,1 3/4 - 2 1/2,41 - 60 lbs,2 1/2 - 3 1/2,61 - 80 lbs,3 1/2 - 4 1/2,81 - 100 lbs,4 1/4 - 5,100+ lbs,5 + 1/2 per 20 lbs","
        Blue Buffalo Life Protection Formula Adult Fish & Brown Rice Recipe Dry Dog Food","
                        $46.99",/assets/img/ratings/rating-4_7.png,250,30-lb bag
"
            By Purina Beneful","Dog,Food","Crude Protein,25.0% min,Crude Fat,8.0% min,Crude Fiber,9.0% max,Moisture,14.0% max,Linoleic Acid,1.2% min,Calcium,1.0% min,Selenium,0.2 mg/kg min,Vitamin A,10,000 IU/kg min,Vitamin E,100 IU/kg min,3 - 12 lbs,1/2 - 1 1/3,1/3 - 1,13 - 20 lbs,1 1/2 - 2,1 1/8 - 1 1/2,21 - 35 lbs,2 - 2 3/4,1 1/2 - 2 1/8,36 - 50 lbs,3 - 3 2/3,2 1/4 - 2 3/4,51 - 75 lbs,3 2/3 - 4 3/4,2 3/4 - 3 2/3,76 - 100 lbs,4 3/4 - 5 3/4,3 2/3 - 4 1/3,> 100 lbs,5 3/4 + 1/3 cups for each 10 lbs of body weight > 100 lbs,4 1/3 + 1/4 cups for each 10 lbs of body weight > 100 lbs","
        Purina Beneful Healthy Weight with Real Chicken Dry Dog Food","
                        $26.98",/assets/img/ratings/rating-4_8.png,86,31.1-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,23.0% min,Crude Fat,13.0% min,Crude Fiber,15.0% max","
        Hill's Prescription Diet Metabolic + Mobility Weight and Joint Care Chicken Flavor Dry Dog Food","
                        $87.99",/assets/img/ratings/rating-4_8.png,151,24-lb bag
"
            By American Journey","Dog,Food","Crude Protein,34.0% min,Crude Fat,15.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.1% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,140 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,0.7% min,Glucosamine,600 mg/kg min,Chondroitin Sulfate,500 mg/kg min,3 lbs,1/3,6 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2 1/4,50 lbs,2 2/3,60 lbs,3,70 lbs,3 1/3,80 lbs,3 3/4,90 lbs,4,100 lbs,4 1/2","
        American Journey Chicken & Sweet Potato Recipe Grain-Free Dry Dog Food","
                        $39.99",/assets/img/ratings/rating-4_6.png,195,24-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,26.0% min,Crude Fat,12.0% min,Crude Fiber,4.5% max,Moisture,12.0% max,Linoleic Acid,1.8% min,Calcium,1.0% min,Phosphorus,0.8% min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Docosahexaenoic Acid (DHA),0.1% min,Eicosapentaenoic Acid (EPA),0.14% min,Glucosamine,500 ppm min,Omega 3 Fatty Acids,0.45% min,Omega 6 Fatty Acids,2.0% min","
        Purina Pro Plan Focus Adult Large Breed Formula Dry Dog Food","
                        $41.98",/assets/img/ratings/rating-4_7.png,99,34-lb bag
"
            By Rachael Ray Nutrish","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,11.0% max,Linoleic Acid (Omega 6 Fatty Acid),1.5% min,Calcium,1.1% min,Phosphorus,0.9% min,Zinc,250 mg/kg min,Vitamin E,225 IU/kg min,Ascorbic Acid (Vitamin C),55 mg/kg min,Alpha-Linolenic Acid (Omega 3 Fatty Acid),0.1% min,Glucosamine (naturally occurring),750 mg/kg min,Chondroitin Sulfate (naturally occurring),600 mg/kg min","
        Rachael Ray Nutrish Zero Grain Natural Turkey & Potato Recipe Grain-Free Dry Dog Food","
                        $41.98",/assets/img/ratings/rating-4_7.png,198,28-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,21.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,1.7% min,Omega 3 Fatty Acids,0.3% min,5 - 10 pounds ,1/2 - 1 cup ,10 - 20 pounds ,1 - 1 1/2 cups ,20 - 50 pounds ,1 1/2 - 3 cups ,50 - 100 pounds ,3 - 5 1/4 cups ,100 pounds and over ,5 1/4 cups, plus 1/2 cup per every 10 pounds of body weight over 100 pounds ","
        Natural Balance L.I.D. Limited Ingredient Diets Lamb Meal & Brown Rice Formula Dry Dog Food","
                        $52.09",/assets/img/ratings/rating-4_7.png,176,28-lb bag
"
            By Royal Canin Veterinary Diet","Dog,Food","Crude Protein,18.0% min,Crude Fat,9.0% min,Crude Fiber,7.5% max,Moisture,10.0% max","
        Royal Canin Veterinary Diet Urinary SO Moderate Calorie Dry Dog Food","
                        $50.99",/assets/img/ratings/rating-4_7.png,218,17.6-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,20.0% min,Crude Fat,6.0% min,Crude Fat,9.0% max,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,0.5% min,Calcium,0.8% max,Phosphorus,0.45% min,Phosphorus,0.75% max,Omega-3 Fatty Acids*,0.6% min","
        Hill's Prescription Diet i/d Digestive Care Chicken Flavor Dry Dog Food","
                        $84.99",/assets/img/ratings/rating-4_8.png,286,27.5-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,5.0% min,Crude Fat,4.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Natural Balance L.I.D. Limited Ingredient Diets Duck & Potato Formula Grain-Free Canned Dog Food","
                        $23.59",/assets/img/ratings/rating-4_5.png,264,"13.2-oz, case of 12"
"
            By Natural Balance","Dog,Food","Crude Protein,21.0% min,Crude Fat,10.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Docosahexaenoic Acid (DHA),0.01% min,Omega 6 Fatty Acids,1.7% min,Omega 3 Fatty Acids,0.5% min,Up to 10 pounds ,1/2 - 1 cup ,10 - 20 pounds ,1 - 1 1/2 cups ,20 - 30 pounds ,1 1/2 - 2 1/2 cups ,30 - 40 pounds ,2 1/2 - 3 cups ,40 - 60 pounds ,3 - 3 3/4 cups ,60 - 80 pounds ,3 3/4 - 4 3/4 cups ,80 - 100 pounds ,4 3/4 - 5 3/4 cups ","
        Natural Balance L.I.D. Limited Ingredient Diets Potato & Duck Formula Grain-Free Dry Dog Food","
                        $56.83",/assets/img/ratings/rating-4_7.png,447,26-lb bag
